,PWSID,OFFICE,SYSTEMNAME,DESIGNCAPCITY,PLANTNUMBER,PLANTSTATUS,REPORTDATE,MAX_TREATED,AVG_TREATED
31804,5264061,SD,HANDY STORE # 85,25000.0,1,ACTIVE,202307,360.0,205.0
31805,5264061,SD,HANDY STORE # 85,25000.0,1,ACTIVE,202308,950.0,269.0
31806,5264061,SD,HANDY STORE # 85,25000.0,1,ACTIVE,202309,1945.0,766.0
31807,5264061,SD,HANDY STORE # 85,25000.0,1,ACTIVE,202310,1410.0,812.0
31808,5264061,SD,HANDY STORE # 85,25000.0,1,ACTIVE,202311,820.0,348.0
31809,5264061,SD,HANDY STORE # 85,25000.0,1,ACTIVE,202312,195.0,120.0
31810,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202301,617.0,446.0
31811,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202302,654.0,456.0
31812,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202304,1250.0,402.0
31813,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202305,450.0,342.0
31814,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202306,520.0,368.0
31815,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202307,500.0,324.0
31816,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202308,414.0,326.0
31817,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202309,430.0,322.0
31818,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202310,660.0,323.0
31819,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202311,370.0,252.0
31820,5264063,SD,CIRCLE K #7374,5000.0,1,ACTIVE,202312,450.0,272.0
31821,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202301,1490.0,862.0
31822,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202302,957.0,697.0
31823,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202303,1810.0,1152.0
31824,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202304,2313.0,1339.0
31825,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202305,2313.0,1339.0
31826,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202306,1150.0,903.0
31827,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202307,1265.0,910.0
31828,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202308,2465.0,1139.0
31829,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202309,2620.0,1035.0
31830,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202310,980.0,781.0
31831,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202311,1250.0,822.0
31832,5264067,SD,ARILLIS CORP,10000.0,1,ACTIVE,202312,1980.0,1129.0
31833,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202301,1195.0,842.0
31834,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202302,3042.0,1254.0
31835,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202303,3920.0,2245.0
31836,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202304,3663.0,2159.0
31837,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202305,3030.0,2132.0
31838,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202306,4365.0,1984.0
31839,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202307,2407.0,1717.0
31840,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202308,2047.0,1850.0
31841,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202309,3650.0,2020.0
31842,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202310,2905.0,1961.0
31843,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202311,2905.0,2204.0
31844,5264073,SD,MEXICAN STORE NORMA'S,20000.0,1,ACTIVE,202312,3370.0,2342.0
31845,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202301,2565.0,502.0
31846,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202302,495.0,402.0
31847,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202303,640.0,494.0
31848,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202304,612.0,463.0
31849,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202305,773.0,536.0
31850,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202306,75.0,38.0
31851,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202307,40.0,9.0
31852,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202308,50.0,18.0
31853,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202309,7350.0,584.0
31854,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202310,340.0,112.0
31855,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202311,1310.0,459.0
31856,5264077,SD,RCMA LABELLE CDC,25000.0,1,ACTIVE,202312,960.0,380.0
31857,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202301,2120.0,930.0
31858,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202302,2560.0,1439.0
31859,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202303,4477.0,1511.0
31860,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202304,1270.0,990.0
31861,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202305,1055.0,907.0
31862,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202306,1120.0,919.0
31863,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202307,1060.0,815.0
31864,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202308,5034.0,1310.0
31865,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202309,810.0,690.0
31866,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202311,1070.0,697.0
31867,5264078,SD,LABELLE FARM OFFICE & SHOPS,4000.0,1,ACTIVE,202312,960.0,766.0
31868,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202301,1780.0,1034.0
31869,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202302,1233.0,966.0
31870,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202303,1550.0,1171.0
31871,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202304,1925.0,1122.0
31872,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202305,1220.0,1017.0
31873,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202306,1010.0,676.0
31874,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202307,687.0,622.0
31875,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202308,1040.0,824.0
31876,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202309,1425.0,1085.0
31877,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202310,1555.0,1021.0
31878,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202311,2160.0,911.0
31879,5264082,SD,FIESTA FOOD MART,10000.0,1,ACTIVE,202312,1410.0,785.0
31880,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202301,7600.0,6841.0
31881,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202302,9275.0,8754.0
31882,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202303,10725.0,9343.0
31883,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202304,11480.0,7639.0
31884,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202305,5900.0,2887.0
31885,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202306,3500.0,2090.0
31886,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202307,1367.0,400.0
31887,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202308,9834.0,2116.0
31888,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202309,5325.0,1815.0
31889,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202310,7460.0,2602.0
31890,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202311,9380.0,5879.0
31891,5264083,SD,TURKEY RUN SUBDIVISION,25000.0,1,ACTIVE,202312,9200.0,6565.0
31892,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202301,4050.0,2199.0
31893,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202302,2547.0,1520.0
31894,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202303,2383.0,1411.0
31895,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202304,1435.0,1283.0
31896,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202305,1473.0,1257.0
31897,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202306,1727.0,1183.0
31898,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202307,1727.0,1232.0
31899,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202308,1445.0,1199.0
31900,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202309,1490.0,1124.0
31901,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202310,1395.0,1134.0
31902,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202311,1445.0,1252.0
31903,5264090,SD,MARY LOU'S COUNTRY STORE,1500.0,1,ACTIVE,202312,1350.0,1132.0
31904,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202301,20700.0,7293.0
31905,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202302,18000.0,3513.0
31906,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202303,35500.0,8104.0
31907,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202304,182000.0,16590.0
31908,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202305,115000.0,20129.0
31909,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202306,24000.0,9333.0
31910,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202307,31000.0,5903.0
31911,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202308,140000.0,19387.0
31912,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202309,146000.0,25833.0
31913,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202310,117000.0,14677.0
31914,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202311,154000.0,33300.0
31915,5264091,SD,SOUTHERN GARDENS CITRUS,850000.0,1,ACTIVE,202312,25000.0,5935.0
31916,5264094,SD,AZTECA #10,1500.0,1,ACTIVE,202301,0.0,0.0
31917,5264094,SD,AZTECA #10,1500.0,1,ACTIVE,202302,600.0,239.0
31918,5264094,SD,AZTECA #10,1500.0,1,ACTIVE,202303,440.0,310.0
31919,5264094,SD,AZTECA #10,1500.0,1,ACTIVE,202304,880.0,404.0
